,HA3,HA6,HA7,HF7,HF8_01,HF8_02,HF8_03,HF8_04,HF8_05,HF8_06,HF8_07,HF8_08,HF8_09,HF8_10,HF8_11,HF8_12,HF8_13,HF8_14,HF12,HF13,HF14,HF15,HF16,HF16L,HF18
25695,M 200-500 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W EURO,50.0,POWYŻEJ 3-MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,2.0,POGORSZYŁA SIĘ
25699,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,60.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
25709,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,5.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,12.0,POGORSZYŁA SIĘ
25713,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,TAK,NIE,NIE,TAK,TAK,NIE,TAK,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,0.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25718,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,16.0,POPRAWIŁA SIĘ
25719,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,TAK,TAK,NIE,TAK,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,27.0,NIE ZMIENIŁA SIĘ
25720,M 200-500 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W EURO,80.0,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,MNIEJ NIŻ ROK,,POGORSZYŁA SIĘ
25721,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
25724,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,3.0,NIE ZMIENIŁA SIĘ
25725,M 200-500 TYS.,PRACOWNIKÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,MNIEJ NIŻ ROK,,NIE ZMIENIŁA SIĘ
25728,M 20-100 TYS.,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,15.0,POPRAWIŁA SIĘ
25757,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,26.0,POPRAWIŁA SIĘ
25766,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,RENCISTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,4.0,POGORSZYŁA SIĘ
25768,WIEŚ,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25777,M 20-100 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,22.0,NIE ZMIENIŁA SIĘ
25784,WIEŚ,ROLNIKÓW,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,50.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,2.0,POGORSZYŁA SIĘ
25808,WIEŚ,PRACUJĄCYCH NA WŁASNY RACHUNEK,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W EURO,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,8.0,POGORSZYŁA SIĘ
25822,M 20-100 TYS.,EMERYTÓW,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,7.0,POGORSZYŁA SIĘ
25823,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,2.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,14.0,POGORSZYŁA SIĘ
25825,M 20-100 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,25.0,POGORSZYŁA SIĘ
25826,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,TAK,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
25837,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,TAK,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,POGORSZYŁA SIĘ
25841,M PONIŻEJ 20 TYS.,EMERYTÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,TAK,NIE,TAK,NIE,NIE,TAK,TAK,TAK,TAK,NIE,TAK,,W ZŁOTYCH,10.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,5.0,NIE ZMIENIŁA SIĘ
25842,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,25.0,POGORSZYŁA SIĘ
25843,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,RENCISTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25850,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
25859,WIEŚ,EMERYTÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,6.0,POGORSZYŁA SIĘ
25860,WIEŚ,PRACOWNIKÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
25861,WIEŚ,PRACOWNIKÓW,RENCISTÓW,TRUDNO POWIEDZIEĆ,TAK,TAK,TAK,NIE,TAK,TAK,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,2.0,POPRAWIŁA SIĘ
25876,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,TAK,TAK,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,10.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
25919,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,70.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25928,M 100-200 TYS.,PRACOWNIKÓW,ROLNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,POGORSZYŁA SIĘ
25930,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,18.0,NIE ZMIENIŁA SIĘ
25931,M 100-200 TYS.,PRACOWNIKÓW,RENCISTÓW,TRUDNO POWIEDZIEĆ,TAK,TAK,TAK,NIE,TAK,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25944,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,W ZŁOTYCH,20.0,,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
25949,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
25950,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,8.0,POPRAWIŁA SIĘ
25976,M 200-500 TYS.,PRACOWNIKÓW,ROLNIKÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,24.0,NIE ZMIENIŁA SIĘ
25978,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,TAK,TAK,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3-MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,,,NIE ZMIENIŁA SIĘ
25986,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,TAK,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,20.0,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,MNIEJ NIŻ ROK,,POPRAWIŁA SIĘ
25989,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,NIE,NIE,TAK,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
25991,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,TAK,NIE,WE FRANKACH SZWAJCARSKICH,0.0,,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,5.0,NIE ZMIENIŁA SIĘ
25997,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,6.0,POPRAWIŁA SIĘ
25999,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,30.0,,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,19.0,POPRAWIŁA SIĘ
26001,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,7.0,POPRAWIŁA SIĘ
26004,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
26028,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,TAK,NIE,NIE,TAK,NIE,NIE,NIE,TAK,NIE,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,50.0,,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,9.0,POPRAWIŁA SIĘ
26029,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
26047,M 100-200 TYS.,EMERYTÓW,ROLNIKÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,30.0,NIE ZMIENIŁA SIĘ
26056,WIEŚ,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,NIE,W ZŁOTYCH,30.0,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,7.0,NIE ZMIENIŁA SIĘ
26076,WIEŚ,ROLNIKÓW,7.0,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,TAK,NIE,NIE,TAK,TAK,TAK,TAK,TAK,NIE,NIE,W ZŁOTYCH,30.0,,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,2.0,NIE ZMIENIŁA SIĘ
26104,WIEŚ,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,6.0,NIE ZMIENIŁA SIĘ
26106,WIEŚ,PRACOWNIKÓW,RENCISTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,TAK,NIE,NIE,TAK,NIE,NIE,NIE,TAK,TAK,TAK,TAK,TAK,NIE,NIE,W ZŁOTYCH,52.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,30.0,NIE ZMIENIŁA SIĘ
26107,WIEŚ,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ 3-MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
26108,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
26115,M 20-100 TYS.,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,26.0,NIE ZMIENIŁA SIĘ
26120,WIEŚ,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,25.0,POGORSZYŁA SIĘ
26160,M 200-500 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
26161,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,23.0,NIE ZMIENIŁA SIĘ
26173,M 200-500 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
26174,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
